WP, 93, 2013061712, 03, HWRF, 000,  50N, 1423E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  50
WP, 93, 2013061712, 03, HWRF, 006,  50N, 1422E,  17, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  74
WP, 93, 2013061712, 03, HWRF, 012,  51N, 1413E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  50
WP, 93, 2013061712, 03, HWRF, 018,  55N, 1409E,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  54
WP, 93, 2013061712, 03, HWRF, 024,  53N, 1403E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  69
WP, 93, 2013061712, 03, HWRF, 030,  54N, 1385E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 93, 2013071500, 03, HWRF, 000, 147N, 1272E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 93, 2013071500, 03, HWRF, 006, 147N, 1260E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  98
WP, 93, 2013071500, 03, HWRF, 012, 160N, 1258E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 93, 2013071500, 03, HWRF, 018, 160N, 1248E,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 93, 2013071500, 03, HWRF, 024, 168N, 1244E,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  72
WP, 93, 2013071500, 03, HWRF, 030, 166N, 1236E,  19, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  77
WP, 93, 2013071500, 03, HWRF, 036, 164N, 1234E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  87
WP, 93, 2013071500, 03, HWRF, 042, 180N, 1229E,  23, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
WP, 93, 2013071500, 03, HWRF, 048, 192N, 1226E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  72
WP, 93, 2013071500, 03, HWRF, 054, 196N, 1217E,  18, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
WP, 93, 2013071500, 03, HWRF, 060, 209N, 1219E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  83
WP, 93, 2013071500, 03, HWRF, 066, 206N, 1210E,  14, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 93, 2013071506, 03, HWRF, 000, 141N, 1254E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 93, 2013071506, 03, HWRF, 006, 141N, 1248E,  17, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  96
WP, 93, 2013071506, 03, HWRF, 012, 145N, 1241E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 93, 2013071506, 03, HWRF, 018, 171N, 1242E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  85
WP, 93, 2013071506, 03, HWRF, 024, 188N, 1233E,  24, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  56
WP, 93, 2013071506, 03, HWRF, 030, 197N, 1225E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 93, 2013071506, 03, HWRF, 036, 202N, 1218E,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
WP, 93, 2013071506, 03, HWRF, 042, 205N, 1214E,  30, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  82
WP, 93, 2013071506, 03, HWRF, 048, 212N, 1210E,  33, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  42
WP, 93, 2013071506, 03, HWRF, 054, 217N, 1206E,  31, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  25
WP, 93, 2013071506, 03, HWRF, 060, 222N, 1204E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  20
WP, 93, 2013071506, 03, HWRF, 066, 233N, 1206E,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  61
WP, 93, 2013071506, 03, HWRF, 072, 247N, 1211E,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 100
WP, 93, 2013071512, 03, HWRF, 000, 147N, 1252E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  61
WP, 93, 2013071512, 03, HWRF, 006, 149N, 1244E,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  68
WP, 93, 2013071512, 03, HWRF, 012, 156N, 1241E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  71
WP, 93, 2013071512, 03, HWRF, 018, 163N, 1235E,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 93, 2013071512, 03, HWRF, 024, 172N, 1237E,  33, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 93, 2013071512, 03, HWRF, 030, 187N, 1230E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  31
WP, 93, 2013071512, 03, HWRF, 036, 199N, 1223E,  34, 1005, XX,  34, NEQ, 0059, 0000, 0000, 0000,    0,    0,  57
WP, 93, 2013071512, 03, HWRF, 042, 206N, 1216E,  31, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  34
WP, 93, 2013071512, 03, HWRF, 048, 209N, 1210E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  36
WP, 93, 2013071512, 03, HWRF, 054, 211N, 1207E,  32,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  38
WP, 93, 2013071512, 03, HWRF, 060, 216N, 1207E,  33, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  31
WP, 93, 2013071512, 03, HWRF, 066, 222N, 1214E,  35,  999, XX,  34, NEQ, 0000, 0030, 0031, 0000,    0,    0,  27
WP, 93, 2013071512, 03, HWRF, 072, 234N, 1220E,  40, 1001, XX,  34, NEQ, 0000, 0043, 0000, 0000,    0,    0,  34
WP, 93, 2013071512, 03, HWRF, 078, 250N, 1227E,  38,  999, XX,  34, NEQ, 0024, 0024, 0000, 0000,    0,    0,  17
WP, 93, 2013071512, 03, HWRF, 084, 269N, 1232E,  40, 1001, XX,  34, NEQ, 0046, 0052, 0000, 0000,    0,    0,  33
WP, 93, 2013071512, 03, HWRF, 090, 290N, 1233E,  37,  998, XX,  34, NEQ, 0031, 0032, 0000, 0000,    0,    0,  26
WP, 93, 2013071512, 03, HWRF, 096, 305N, 1230E,  32, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  28
WP, 93, 2013071512, 03, HWRF, 102, 319N, 1229E,  28, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  32
WP, 93, 2013071512, 03, HWRF, 108, 331N, 1231E,  26, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 102
WP, 93, 2013071512, 03, HWRF, 114, 343N, 1233E,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  88
WP, 93, 2013071512, 03, HWRF, 120, 356N, 1232E,  23, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  79
WP, 93, 2013071512, 03, HWRF, 126, 367N, 1231E,  21, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 103
