WP, 09, 2013073100, 03, HWRF, 000, 150N, 1161E,  29,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  89
WP, 09, 2013073100, 03, HWRF, 006, 152N, 1150E,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  62
WP, 09, 2013073100, 03, HWRF, 012, 153N, 1149E,  34,  996, XX,  34, NEQ, 0000, 0000, 0055, 0057,    0,    0,  55
WP, 09, 2013073100, 03, HWRF, 018, 157N, 1143E,  38,  992, XX,  34, NEQ, 0095, 0021, 0053, 0000,    0,    0,  22
WP, 09, 2013073100, 03, HWRF, 024, 159N, 1141E,  43,  990, XX,  34, NEQ, 0043, 0041, 0063, 0039,    0,    0,  39
WP, 09, 2013073100, 03, HWRF, 030, 160N, 1137E,  46,  986, XX,  34, NEQ, 0051, 0049, 0061, 0057,    0,    0,  21
WP, 09, 2013073100, 03, HWRF, 036, 161N, 1135E,  60,  983, XX,  34, NEQ, 0052, 0056, 0079, 0060,    0,    0,  19
WP, 09, 2013073100, 03, HWRF, 036, 161N, 1135E,  60,  983, XX,  50, NEQ, 0000, 0025, 0028, 0000,    0,    0,  19
WP, 09, 2013073100, 03, HWRF, 042, 165N, 1133E,  63,  979, XX,  34, NEQ, 0058, 0086, 0070, 0067,    0,    0,  17
WP, 09, 2013073100, 03, HWRF, 042, 165N, 1133E,  63,  979, XX,  50, NEQ, 0000, 0030, 0026, 0000,    0,    0,  17
WP, 09, 2013073100, 03, HWRF, 048, 171N, 1130E,  53,  981, XX,  34, NEQ, 0054, 0068, 0078, 0068,    0,    0,  20
WP, 09, 2013073100, 03, HWRF, 048, 171N, 1130E,  53,  981, XX,  50, NEQ, 0000, 0031, 0031, 0000,    0,    0,  20
WP, 09, 2013073100, 03, HWRF, 054, 177N, 1123E,  62,  979, XX,  34, NEQ, 0063, 0081, 0085, 0061,    0,    0,  30
WP, 09, 2013073100, 03, HWRF, 054, 177N, 1123E,  62,  979, XX,  50, NEQ, 0000, 0037, 0037, 0028,    0,    0,  30
WP, 09, 2013073100, 03, HWRF, 060, 182N, 1115E,  59,  981, XX,  34, NEQ, 0076, 0068, 0140, 0067,    0,    0,  19
WP, 09, 2013073100, 03, HWRF, 060, 182N, 1115E,  59,  981, XX,  50, NEQ, 0034, 0034, 0026, 0000,    0,    0,  19
WP, 09, 2013073100, 03, HWRF, 066, 184N, 1101E,  53,  978, XX,  34, NEQ, 0049, 0092, 0113, 0027,    0,    0,  19
WP, 09, 2013073100, 03, HWRF, 066, 184N, 1101E,  53,  978, XX,  50, NEQ, 0021, 0021, 0000, 0000,    0,    0,  19
WP, 09, 2013073100, 03, HWRF, 072, 184N, 1091E,  58,  982, XX,  34, NEQ, 0043, 0091, 0117, 0132,    0,    0,  27
WP, 09, 2013073100, 03, HWRF, 072, 184N, 1091E,  58,  982, XX,  50, NEQ, 0000, 0054, 0060, 0000,    0,    0,  27
WP, 09, 2013073100, 03, HWRF, 078, 189N, 1080E,  70,  976, XX,  34, NEQ, 0126, 0095, 0101, 0126,    0,    0,  26
WP, 09, 2013073100, 03, HWRF, 078, 189N, 1080E,  70,  976, XX,  50, NEQ, 0043, 0050, 0074, 0060,    0,    0,  26
WP, 09, 2013073100, 03, HWRF, 078, 189N, 1080E,  70,  976, XX,  64, NEQ, 0037, 0037, 0035, 0000,    0,    0,  26
WP, 09, 2013073100, 03, HWRF, 084, 190N, 1069E,  75,  974, XX,  34, NEQ, 0076, 0082, 0076, 0080,    0,    0,  20
WP, 09, 2013073100, 03, HWRF, 084, 190N, 1069E,  75,  974, XX,  50, NEQ, 0046, 0055, 0063, 0048,    0,    0,  20
WP, 09, 2013073100, 03, HWRF, 084, 190N, 1069E,  75,  974, XX,  64, NEQ, 0032, 0040, 0041, 0000,    0,    0,  20
WP, 09, 2013073100, 03, HWRF, 090, 194N, 1061E,  73,  970, XX,  34, NEQ, 0102, 0090, 0057, 0039,    0,    0,  27
WP, 09, 2013073100, 03, HWRF, 090, 194N, 1061E,  73,  970, XX,  50, NEQ, 0049, 0053, 0047, 0033,    0,    0,  27
WP, 09, 2013073100, 03, HWRF, 090, 194N, 1061E,  73,  970, XX,  64, NEQ, 0035, 0040, 0033, 0000,    0,    0,  27
